date,title,link,department
2020/07/30,109年文化部推動社區營造及村落文化-自主參與類下半年(第2次)核定補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO06MZsUDF9MvouPTqhhcbOoLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2020/07/29,109年度「電影人才培訓輔導要點」第2梯次補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4LKJdAbtElC/eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/07/28,仿古陶瓷-穿越古今技藝重現,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIaj03M9OSzwsU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/07/23,109年「文化部推動社區營造及村落文化補助計畫」自主參與類第二期獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO391gjwho80IfhXrqBLRrWCUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2020/07/16,109年度綜藝節目製作補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZmUMiLLF35knrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/07/15,109年「文化部推動社區營造及村落文化補助案」自主參與類第二次獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Bc20LQLufk2UMiLLF35kniWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/07/15,109年度文化部推動社區營造及村落文化補助計畫-自主參與類(第二梯次)獲補助名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO32CMeuy7/XzSXPBh3yfbpomdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2020/07/09,109年度電視劇本開發補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlVvSXhhDPWCsU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/07/03,109年度金視獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdniXPBh3yfbpoLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/07/03,109年度國家人權博物館人權教育推廣活動補助作業要點第2期審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1hMYEoNUmPx8w0u+Nl8N2uyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國家人權博物館
2020/07/03,2020-2021法國布洛瓦bd BOUM漫畫之家駐村交流計畫獲補助名單及評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2kH1RLs1UQsFvphJu78Uo9yNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/07/01,109年度「國家鐵道博物館籌備處推展鐵道學術暨文化活動補助計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2I90hg28V5OmUMiLLF35kneleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國家鐵道博物館籌備處
2020/06/30,109年度第5次文化部補助文化團體及個人參與多面向拓展文化交流補助審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJaT8fkpYb+/F8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/06/30,文化部109年度「補助文創事業國際參展」(第2梯次)補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO32CMeuy7/Xzc0dvaPRKVXoyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/06/30,109年「流行音樂製作發行補助案-錄製升級類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0dD8ICoKavlHfMo3cVNwujrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/30,109年第2期「文化部推廣文學閱讀及人文活動補助作業—閱讀推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdgKceDgg3XEj8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/06/30,109年第5次「補助民間團體辦理兩岸傳播或新聞交流活動」審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2MV1KLsvCKe/V0/ZTa/Tu5UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/06/30,109年第2期「推廣文學閱讀及人文活動補助作業—文學推廣類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdgKceDgg3XEj3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/06/30,109年第2期「文化部推廣文學閱讀及人文活動補助作業—人文思想類」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdgKceDgg3XEjU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/06/30,臺灣菲律賓工藝產業合作研發補助計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVITRbwsvpQS65U4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/06/29,109年第二期「視覺藝術產業辦理或參加國際藝術展會」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1MVxhdXi1kHQKceDgg3XEjmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/06/24,109年「流行音樂跨界內容合製補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdns0dvaPRKVXoiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/22,109年度「輔導電影產業數位升級」獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4HfMo3cVNwujLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/06/18,109年度第1梯次國產電影片國內行銷補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1FwHw4f+SEFDySN8z8JnrBUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/06/16,109年度電視節目劇本創作獎入圍名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZtvOm1iY9XDN8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/06/16,109年「流行音樂產業行銷推廣補助案」第一類獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdniBvqxBXJCPA8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/15,109年度文化藝術團體急難補助作業,AwardPublish.jsp?__viewstate=KSQNMhhcbO0VWPW3S/hTyGOQmMCc6RkeiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/06/10,109年度超高畫質電視節目製作補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlVznThTE5SPHmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/06/05,109年「流行音樂製作發行補助案-創作樂團類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0dD8ICoKavlCYH/0oicioweleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/05,(個人)「109~110年都會型社區營造暨公廈行動方案徵選競賽」得獎名單暨評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2LC8rFaabmPqfu4PSymj2pLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/06/05,(團體)「109~110年都會型社區營造暨公廈行動方案徵選競賽」得獎名單暨評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2LC8rFaabmPqfu4PSymj2pyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/06/05,「頂工頂藝 2020 臺灣頂極工藝協會會員圖錄」計畫補助案,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVISYH/0oiciowiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/06/02,109年「流行音樂人才培訓補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0dD8ICoKavlAWdKQZ2o+My3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/06/02,文化部109年度時尚跨界活動補助案審查結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1FwHw4f+SEFBk6gZXjHOmaU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/05/29,109年「文化部國家文化記憶庫榮民與眷村主題計畫」獲補助名單暨評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2+F3X8T6vm5w0l4mhFYLYfrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/05/29,109年度電視節目製作補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZmktjhliJgoz8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/05/28,109年「社區融藝、跨界共融」補助計畫實施要點補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2+F3X8T6vm543ro0mobDXWmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2020/05/25,2020社區及區域特色工藝扶植-農村微型工藝產業培力計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIem4fKLv1TONyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/05/20,「109年度廣播節目製播補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZkVQJDF8JjRoU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/05/20,109年度第4次文化部補助文化團體及個人參與多面向拓展文化交流補助審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJRRXITK+qmdFrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/05/19,109年度紀錄片製作補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdnkVQJDF8JjRo3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/05/18,109年度文化部本土語言創作及應用補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0dD8ICoKavlHV8bZzzNbnViWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/05/15,109年「鼓勵赴國外參與流行音樂國際活動」補助案獲補助名單(出席葛萊美獎頒獎典禮),AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdngMxKCSV8xtqmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/05/15,109年「流行音樂產業行銷推廣補助案」第二類獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdniBvqxBXJCPAUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/05/11,109年「流行音樂製作發行補助案-影視原創音樂歌曲類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0dD8ICoKavlE+O2SFnOHR5UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/05/08,109年「流行音樂星品牌經紀國際發展計畫補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdnr2TMp6MyBocU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/05/08,109年本土語言流行音樂專輯製作發行補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2DtbSUy+bdnv775vzb1kE1LlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/05/01,補助入圍(選)或獲國內外重要影展獎項電影片之影視事業及導演製作下一部電影片補助金核定名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjUOBTXvuWh0YmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/04/30,109年文化部文化體驗內容徵選補助作業要點--北區獲補助名單公告含評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2LC8rFaabmPtl/vAlR7Ny4yNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/04/29,109年度影視人才培訓補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO20hPhV2BwFZpCBaCDXgJ01mdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/04/23,公告文化部「109年度走讀臺灣主題路徑建置計畫」徵件獎勵競賽獲獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2+F3X8T6vm5yKlqsBzc7jYUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/04/20,109年文化部補助辦理文化論壇作業要點補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Bc20LQLufkyKlqsBzc7jYrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-綜合規劃司
2020/04/14,109年度兒童電視節目製作補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlUkgMVJHbQU5LlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/04/13,108年「鼓勵赴國外參與流行音樂國際活動」第三梯次補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8STRMAbWWV81iWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2020/04/09,108年度「補助入圍(選)或獲國內外重要影展獎項電影片之影視事業及導演製作下一部電影片(紀錄片)」紀錄片獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3b4BfZayOwlTeUFZXKS0UPiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2020/04/09,109年第3次「文化部補助文化團體及個人參與多面向拓展文化交流」補助審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJV/iLcceD4qeUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/04/08,2020-2021法國安古蘭國際漫畫暨影像城駐村交流計畫獲補助名單及評審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2kH1RLs1UQsKGelkKRgzJyLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/04/06,109年度文化部輔導核心創作及獨立工作者進駐文化創意聚落計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1zdh1M36IiDUptk4rVZ9XpeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/04/01,國立傳統藝術中心109年度補助案(第二次徵件)審查通過名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdt1jV846wHEy3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立傳統藝術中心
2020/03/24,109年文化部推動社區營造及村落文化-互助共好類補助單位及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO06MZsUDF9MvmqdJOl0QJAhrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2020/03/23,109年第2次「文化部補助文化團體及個人參與多面向拓展文化交流」補助審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO1n0NJEqlBAJfnol/aMVUcWrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/03/23,109年「文化部推動社區營造及村落文化補助計畫」互助共好類獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO391gjwho80IUyjwxKQIQkXU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2020/03/23,109年文化部推動社區營造及村落文化-自主參與類上半年補助單位及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO06MZsUDF9MvmqdJOl0QJAhLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2020/03/23,109年「文化部推動社區營造及村落文化補助計畫」自主參與類第一期獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO391gjwho80IaaJ9WtI7jujyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2020/03/19,109年「文化部推動社區營造及村落文化補助計畫」自主參與類第1次獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Bc20LQLufk2btJ8X28vgqUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/03/19,109年「文化部推動社區營造及村落文化補助計畫」互助共好類獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Bc20LQLufk2btJ8X28vgqU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2020/03/18,109年度文化部推動社區營造及村落文化補助計畫-互助共好類獲補助名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO32CMeuy7/XzQ9N5Knf7AN6rn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2020/03/18,109年度文化部推動社區營造及村落文化補助計畫-自主參與類(第一梯次)獲補助名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO32CMeuy7/XzQ9N5Knf7AN68Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2020/03/10,文化部辦理亞西及南亞地區與臺灣文化交流合作補助要點--109年度徵件獲補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO32CMeuy7/XzVxysv1Iq1o0mdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/03/10,109年第21屆文化部選送國內文化相關人才出國駐村交流計畫-美國佛蒙特駐村獲選人,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdrZfVWVB0RVs3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/03/09,文化部選送文化相關人才出國駐村交流計畫-影視及流行音樂類第2階段遴選結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdlqDB7RKs+xH3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-影視及流行音樂發展司
2020/03/09,文化部109年度時尚跨界活動補助案第一梯次審查結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1FwHw4f+SEFFqDB7RKs+xHU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/03/09,109年第21屆文化部選送國內文化相關人才出國駐村交流計畫-荷蘭歐洲陶藝中心獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSpAZzm6uKqUPLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/03/09,109年第21屆文化部選送國內文化相關人才出國駐村交流計畫-法國西帖藝術村-表演藝術類獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSpAZzm6uKqUPiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/03/09,109年第21屆文化部選送國內文化相關人才出國駐村交流計畫-法國西帖藝術村-視覺藝術(含策展)類獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0CWylfS6mTSpAZzm6uKqUPrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/03/06,109-110年度「補助直轄市及縣(市)推動文化創意產業發展計畫」獎補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdl28EWEKDJLF8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2020/03/03,109年度「電影人才培訓輔導要點」第1梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TBe9cWRjb4N1yJrI4uUwwyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2020/03/03,109年文化部「臺灣青年文化園丁隊」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1MVxhdXi1kHZAZzm6uKqUPUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2020/03/03,109年文化部推廣文化平權補助作業要點補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Bc20LQLufkzXZ2ObkYYS23btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-綜合規劃司
2020/03/03,竹茶席空間實體構築補助計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO0DqKJUZ+dVIXP0dCZgaYUdU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2020/03/02,本部109年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第1次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0VWPW3S/hTyGhA74w7KN8vLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2020/03/02,109年第21屆選送文化相關人才出國駐村及交流計畫-本部選送類-美國聖塔菲藝術學院駐村獲選人,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bUigv8uXHdmMdTNol799B8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2020/02/28,109年第2次文化部補助辦理蒙藏學術文化及人道援助活動申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2LC8rFaabmPkjPwZLDeECzyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-蒙藏文化中心
2020/02/26,109年度國家人權博物館人權教育推廣活動補助作業要點第1期審查結果-個人補助結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1hMYEoNUmPxzXZ2ObkYYS2eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國家人權博物館
2020/02/25,109年度國家人權博物館人權教育推廣活動補助作業要點第1期審查結果-民間團體及學校機關補助結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO1hMYEoNUmPx+2CY4IWej6liWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國家人權博物館
