year,season,type,category,group,name,title,funding,note,chairman,committee
104,2,常態,美術,展覽,曾秉芳,植物慢游2015Lahok曾秉芳個展展覽補助,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,陳雲,影。重置時序和記憶的詩,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,張皓涵,偷生,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,郭慧禪,游戲迷宮IV─郭慧禪個展,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,鄭先喻,Habitat－電子生態圈計劃,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,立方計劃空間,變文書-陳界仁影像、生產、行動與文件,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,邱承宏,結晶河流,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,洪秀慧,Stilllife,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,財團法人邱再興文教基金會,織本主義ModernWeavolution,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,蕭美玲,彼方.事逝,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,海馬迴藝坊,《Self-sufficientLife》增山士郎個展,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,中華民國版畫學會,版畫的傳與承─知遇‧緣聚在廖修平80年,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,朱芳毅,閱讀圖像,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,研習進修,台灣台北當代藝術中心協會,2015TCAC策展學校,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,李偵綾,《借景》電腦提花梭織複合媒材創作計畫,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,佐佐目藝文工作室,邊陲微光：台南早期藝文空間調研展(1),,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,莊克柔,陽台景觀,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,李銘盛,『物與聲音的裝置─我那會吶喊的作品』展覽計畫,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,闕巧涵,憂傷噴泉（理性尺度邊緣）,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,展覽,陳逸堅,《斯金納箱+德羅斯特效應－陳逸堅「三部曲」系列個展》,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,周育正,《金爐》與《鍍鈦鍍鋁鋅銅板》,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,2,常態,美術,創作,高俊宏,邊語：晶體洋涇濱,,,梅丁衍,王嘉驥、吳超然、李俊賢、徐玫瑩、陶亞倫、蔣伯欣
104,1,常態,文學,出版,前衛出版社,《逆光的系譜──笠詩人與詩人論》出版計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,研習進修,財團法人賴和文教基金會,2015賴和營：青春行過東,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,張家瑞,《三本恕不拆售》煮雪的人、若斯諾．孟、鶇鶇聯合詩集出版計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,江佩津,《廢墟》散文集創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,詹閔旭,《搜尋的日光：楊牧的跨文化詩學》翻譯出版計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,林力敏,《台北寓城》散文創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,陳雅馨,居民,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,曾湘綾,離星星最近的地方,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,陳韋任,《我愛打氣貓》少兒小說創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,謝旺霖,《走河》－旅行文學創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,黃芝雲,《路在哪裡？》散文/報導文學寫作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,廖啟余,出版小品文集《別裁》案,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,紀明宗,詩集《借過，歷史……》創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,夏曼．藍波安,安洛米恩死了,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,吳亦偉,「恥部」創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,蔣亞妮,寫你,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,遠景出版事業有限公司,岩上詩集《變體螢火蟲》出版計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,張俐璇,歷史的港灣：2009~2015台灣長篇小說評論計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,閻鴻亞,鴻鴻詩集《暴民之歌》,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,調查與研究,李雅莉,李榮春之樹──枝繁葉茂德頭城李家,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,王麗琴,《張開另一隻眼》港都在地少年小說,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,粘哲榮,詩集《孤獨十二練習曲》出版計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,台灣客家筆會,《客語文學小說選》出版計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,張捷明,客語散文「赤腳跋上雲頂高」(赤腳爬上雲端),,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,陳倚芬,《闇覗者的回返》,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,陳利成,《月光》台語新詩創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,研習進修,財團法人耕莘文教基金會,在子彈上雕花─104年耕莘文學推廣系列課程,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,黃奕瀠,災難安魂曲,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,楊文馨,《結婚座》散文創作集,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,吳明倫,《留神》短篇小說集創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,張子午,巴爾幹之路,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,楊莉敏,《世界是野獸的》散文創作計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,創作,鄒欣寧,《有樹的一年》報導．文學創作,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,出版,陳榕笙,《如何拍攝靜止的閃電》短篇小說集出版計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,文學,調查與研究,文訊雜誌社,文學出版的一則傳奇：爾雅出版社（1975-）發展調查研究計畫,,,向陽,周芬伶、孟樊、林文義、林黛嫚、胡金倫、趙衛民
104,1,常態,音樂,演出,林一忻,2015林一忻小提琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,王千玳,王千玳2015中提琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,中山女高校友合唱團,中山女高校友合唱團2015年度音樂會－海洋之聲,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,許軒豪,許軒豪2015小提琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台灣藝術家音樂交流協會,"刁刻,古陵穎德國藝術歌曲之夜",,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,林聖縈,林聖縈鋼琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,出版,C-Camerata,認識C.P.E.巴赫,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,傅捷陞,男中音傅捷陞獨唱會-情何堪,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,太古琴館,琴韻春生─太古琴館古琴音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,琴園國樂團,【長安樂派跨海來】曲文軍、金偉、馬迪聯合音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,弦樂之音弦樂團,弦樂之音2015年度音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,善果藝術事業有限公司,瓦薩里大師講座鋼琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,出版,苗栗縣郭芝苑音樂協進會,紅薔薇---郭芝苑留給我們的旋律,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,天籟樂坊,雙鋼琴雙打擊音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,出版,福爾摩沙合唱團,台灣青年節慶合唱團十週年紀念專輯,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台北柳琴室內樂團,弦上飛音2,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,木樓合唱團,木樓合唱團2015年度公演《樂揚歐洲》系列音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,出版,中華民國現代音樂協會,2015現代音協作曲家有聲專集出版計畫,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,徐家駒低音管室內樂團,2015徐家駒低音管室內樂團定期音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,方馨,﹝TheCurrent﹞─方馨2015打擊樂獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,高雄市管樂團,綺霓旅程、歐洲回憶,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,Legato樂聚,聽見世界─謝嘉玲、NathanNabb鋼琴與薩克斯風二重奏音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,仙后座箏樂團,【2015古箏名家名曲講座音樂會系列】,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台北青年管樂團,台北青年管樂團2015年定期音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,中提琴家樂團,2015台北四重奏年度音樂會~主題解說式音樂會〈四〉,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,小巨人絲竹樂團,2015-1兩岸薪傳系列音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,洪幗襄,洪幗襄2015小提琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,銅板表演藝術,愛麗絲的法式甜點下午茶-親子音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,樂享室內樂團,提琴家的對話-弦樂四重奏音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,財團法人台北愛樂文教基金會,2015亞洲青年管弦樂團25周年訪台音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,絲竹空爵士樂團,十歲‧拾穗演出計畫,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台灣璇音雅集,【音聲相合】2015新台灣音樂聲樂作品發表會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,天籟樂坊,劉孟捷鋼琴獨奏會-布拉姆斯系列音樂會(三),,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,高雄室內合唱團,『世界拼圖4─亞洲篇』音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,弦風室內樂集,弦風室內樂集2015年度音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,盧瓊蓉,2015女高音盧瓊蓉獨唱會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,林慧寬,絃弦之間─林慧寬與維也納太平洋弦樂四重奏,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,德新獨奏家室內樂團,台灣名家音像系列【涂惠民】,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,文生音樂藝術股份有限公司,炫技美聲~朱利安農‧松莫哈德2015小號獨奏會及大師講座,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,特殊計畫,涴莎室內樂團,涴莎藝術展演中心藝術發展計畫,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,財團法人邱再興文教基金會,財團法人邱再興文教基金會系列音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台北市中華基督教青年會聖樂合唱團,台北YMCA「契考．古諾．彌撒之美」演唱會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,小巨人絲竹樂團,【絲弦情】-絲竹室內樂系列音樂會二場,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,財團法人擊樂文教基金會,2015朱宗慶打擊樂團兒童音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,財團法人擊樂文教基金會,2015朱宗慶打擊樂團年度音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,研習進修演出,曉韵古樂團,曉韵2015年巴洛克音樂推廣計畫,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,林筱純,林筱純中提琴獨奏會《I'MHERE》,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,南台灣室內樂協會團,VoyageStringQuartet2015Concert,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,吳正宇,2015一支獨秀系列（五）《十絕句》,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,陽光台北交響樂團,法蘭西拉羅．西班牙風情,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,庫普蘭巴洛克合奏團,18世紀歐洲宮廷音樂系列（六）天籟-古提琴獨奏,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台北愛樂歌劇坊,莫札特《喬凡尼先生》,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,春之聲管弦樂團,《夏・舞》春之聲管弦樂團第67次定期音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,黃楚涵,灰色燦爛-2015黃楚涵鋼琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,自由人室內樂團,亦樂非詩-自由即興跨國交流音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,中華民國電腦音樂學會,管絃與電聲的對話,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台北愛樂室內合唱團,時‧光‧旅人─台北愛樂室內合唱團音樂會暨台灣巡演,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,拉縴人男聲合唱團,暗戀男聲系列27－當代的交輝,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台灣絃樂團,嘻音哈樂系列Ⅸ,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,黃好吟,黃好吟古箏演奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台灣竹樂團,竹樂小學堂II,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台灣室內樂藝術推廣協會,巴赫音樂會系列五《晚期巴赫》,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,樂享室內樂團,菁英音樂家-2015室內樂音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,蔚藍之聲,2015蔚藍之聲十週年音樂會「十載幸福」,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,福爾摩沙合唱團,福爾摩沙合唱團2015系列音樂會之二《默禱》：蕭泰然先生祈福音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,鍾家瑋,2015鍾家瑋鋼琴獨奏會─心情故事系列二,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,活水室內樂團,情偷．西班牙,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,桃園交響管樂團,與大師對話,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,高雄室內合唱團,2015國人創作之夜3─我們的土地，高雄的歌3,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,橦室內樂團,維也納太平洋弦樂四重奏台灣音樂會(二),,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,對位室內樂團,《民謠綺想》精緻室內樂系列之一,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,台灣作曲家協會,東南西北正開始─潘皇龍七十賀壽音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,傳大藝術事業有限公司,德勒斯登聖十字合唱團,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,巫欣璇,2015巫欣璇打擊樂獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,臺灣管樂團,RodneyWinther與臺灣管樂團,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,Star-星樂集室內樂團,EightSeasons–小提琴與手風琴的四季風情,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,南台灣室內樂協會團,HommageaBach-VictorCooCelloRecital2015,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,高雄市管樂團,高雄市管樂團2015解說音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,歐普思室內樂集,音樂零時差MatchPoint,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,新逸藝術室內樂團,藝術家的愛情故事-男高音張志成演唱會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,美娃斯藝術,「經典名曲歌謠~琴聲和鳴樂幽揚」音樂欣賞會(澎湖場又名「菊島音樂風情篇~經典名曲說唱音樂欣賞會~」),,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,中華民國聲樂家協會,陳慶堅醫師德文藝術歌曲獎學金優勝者音樂會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,音樂,演出,陳永禎,藍調習作2015陳永禎鋼琴獨奏會,,,鄭德淵,高國香、許瑞坤、劉榮義、蔡永文、蕭慶瑜、蘇顯達
104,1,常態,舞蹈,研習進修,安娜琪舞蹈劇場,2015台北動作實驗室(MLT),,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,廖末喜舞蹈劇場,廖末喜舞蹈劇場2015「洄游舞集－水啊！水啊！」,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,人體舞蹈劇場,CrossLife,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,光環舞集舞蹈團,104年度新作劉紹爐逝世一周年紀念演出《騷動—聽舞觀聲》(名稱暫定)首演暨巡迴,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,策展,8213肢體舞蹈劇場,無窮動─獨綻2015台港澳城市連線,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,財團法人天主教蘭陽青年會附設蘭陽舞蹈台北團,《仲夏夜狂想曲》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,高雄城市芭蕾舞團,高雄城市芭蕾舞團<全本芭蕾舞劇-胡桃鉗Nutcracker>,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,福爾摩沙芭蕾舞團,當芭蕾遇見國樂,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,蒂摩爾古薪舞集,蒂摩爾古薪舞集2015《Zemiyan．面聚》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,三十舞蹈劇場,三十沙龍創作空間2015,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,稻草人現代舞蹈團,稻草人舞團2015當代舞蹈劇場作品《軌‧跡WindScar》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,研習進修,蔡孟霙空間舞團,2015玩‧身體,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
