year,season,type,category,group,name,title,funding,note,chairman,committee
104,1,常態,舞蹈,演出,世紀當代舞團,《失憶中‧玩笑篇》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,8213肢體舞蹈劇場,四十仍惑之乎者也,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,TAI身體劇場,「水路」,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,蔡孟霙空間舞團,【打開門】Tatiana與孟霙2015INDANCE編舞計畫Ⅰ,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,安娜琪舞蹈劇場,2015春季新作《我們》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,新象股份有限公司,貝嘉芭蕾舞團,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,藝之美有限公司,theRootsbyKaderAttou與工作坊,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,舞蹈空間舞蹈團,《紅與白》巡迴演出,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,研習進修,高雄市左派舞蹈協會,2015國際青春編舞營,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,世紀當代舞團,「孵夢劇場Ⅱ」,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,研習進修,屏東縣舞蹈文化創意協會,2015舞蹈創意人才培訓計畫,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,台北皇家芭蕾舞團,第七屆全國芭蕾舞大賽~台北皇家芭蕾舞團創作芭蕾公演,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,財團法人雲門文化藝術基金會,雲門舞集2015年度公演「烟」「水月」,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,蘭陵芭蕾舞團,愛麗絲夢遊仙境,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,張婷婷TTCDance獨立製作,《肢色系列2：時空抽屜》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,國際舞星芭蕾舞團,「LifeinProgress」西薇.姬蘭告別-2015舞台世界巡迴,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,新古典舞團,《客風‧漂鳥之歌》巡演~新竹縣、新北市、屏東六堆,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,小事製作,小事製作2015年度首演製作《生活是甜蜜》ache&moan,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,古名伸舞蹈團,i-danceTaipei2015國際愛跳舞即興節,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,大唐民族舞團,情穿水雲間,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,高雄城市芭蕾舞團,2015高雄城市芭蕾舞團<芭蕾夢花園>38巡演計劃,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,長弓舞蹈劇場,2015【長弓舞蹈劇場】年度製作《心動》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,研習進修,驫舞劇場,2015《聲體˙身音˙田野》創作研習營,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出研習進修,曙光種籽舞團,【跳舞吧啟動身體時間軸】,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,舞蹈生態系創意團隊,舞‧生態─失溼，喚水,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,風乎舞雩跨領域創作聚團,2015-2016顏鳳曦與風乎舞雩舞者們風之旅,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,研習進修,福爾摩沙芭蕾舞團,2015國際舞蹈研習營,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,體相舞蹈劇場,紀錄片,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,舞蹈,演出,賴翠霜舞創劇場,《Blackout-記憶出軌》,,,吳素芬,金崇慧、黃本婷、楊美蓉、趙玉玲、蘇安莉、顧哲誠
104,1,常態,戲劇(曲),研習進修,南島十八劇場,亞洲當代身體的意識--霜田誠二行為藝術工作坊,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,唐美雲歌仔戲團,2015年度新戲《文成公主─甲木薩》演出計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,上西園掌中劇團,兄弟聯演--精緻傳統布袋戲《金眼國》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,集體獨立製作,《目前想不到》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,臺北木偶劇團,臺北木偶劇團2015年度大戲《咦!天頂哪會破一個空》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),特殊計畫,財團法人優人文化藝術基金會,「TheWorkcenterofJerzyGrotowskiandThomasRichards」表演藝術交流國際計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,新樂園戲劇團,2015看見客家魅力~『命運天註定』新戲巡演計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,阮劇團,阮劇團2015秋季製作《愛錢A恰恰》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,蕭添鎮民俗布袋戲團,掌中舞原鄉布袋戲巡演,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,偶偶偶劇團,偶偶偶劇團《玩偶弄戲慶十五》演出系列活動,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),研習進修,曾歆雁,麥可契訶夫表演技巧國際工作坊,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),研習進修,無獨有偶工作室劇團,2015國際交流《專業懸絲偶大師班II》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,創作社劇團,《愛滋味》創作社劇團,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,莎士比亞的妹妹們的劇團,莎妹劇團二十周年經典重現系列《踏青去SkinTouching》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,台南人劇團,《阿拉伯之夜》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,木子遊藝室,老師的秘密,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,臺北木偶劇團,臺北木偶劇團【紀州庵】展演計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,真快樂掌中劇團,「丹心救主」上下集三代同堂演出計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,讀演劇人,《愛的兩國論》演出計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,複象公場,複象公場三號作品《貝克特計畫》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,人力飛行劇團,2015《星光劇院》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,演摩莎劇團,《謝土》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,EX－亞洲劇團,EX-亞洲劇團【亞洲假日劇場】雙戲聯演,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,三缺一劇團,《獨。姝》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,差事劇團,《女媧變身》演出計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,財團法人優人文化藝術基金會,2015優人神鼓山上劇場公演《生日》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,果陀劇場,舞台劇《五斗米靠腰》2015全台巡演,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,紅潮劇集,《SSRI之後-啞狗男人》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,明華園日團歌仔戲,2015看見藝術新生命-『遣之獸』新戲發表演出計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,全西園掌中劇團,精選連本戲《北派英雄傳》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,藝人歌劇團,「武則天之女皇之路」岡山演藝廳演出計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,雲林五洲小桃源掌中劇團,藝文中心推廣計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,冉而山劇場,冉而山劇場2015風的叮嚀部落巡演《永恆的妮雅廬》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,1911劇團,《BlueJohn不如這樣吧》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,義興閣掌中劇團,週末連續劇－走入內台戲的時光隧道,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,盜火劇團,2015冬季製作HowToEatFaust系列《電臺屍令II：大戰屋》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,狂想劇場,2015全新製作《解》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,Lyric'sstudio人从众創作体,2015台北x檳城記念黃冠煜計劃《惜陽》《收信快樂》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,許亞芬歌子戲劇坊,《千古一帝－秦始皇》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,昇平五洲園,年度創編劇目巡演─《黑金英雄淚》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,莫比斯圓環創作公社,禪創作計畫二部曲《跟著沙彌跳月去》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,紙風車劇團,順風耳的新香爐,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,阿伯樂戲工場,《我的阿嬤是古肥玀》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,同黨劇團,第三屆當代經典讀劇節,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),研習進修,蘭庭崑劇團,蘭庭2015崑曲研習進修計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,笑太夫漫才集團,達康笑現場《五百（塊）の笑夜晚風》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,九歌兒童劇團,九歌兒童劇團2015年度公演《長生不老的祕密》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),研習進修,偶寶貝劇團,【偶兒聚聚】偶戲演員培訓暨推廣計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,方式馬戲,新馬戲創作發表《距離》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,末路小花,《桌遊》,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,影響．新劇場,2015《尋找彼得潘》演出計畫書,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),研習進修,御綺歌劇團,2015年北管傳習計畫,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,表演工作坊,夜夜說相聲,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,淑芬歌劇團,2015戲藝風華-新編歌仔戲「長生刺」展演,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,戲劇(曲),演出,愛慕劇團,愛慕劇團第三號作品《殺不住》演出計劃,,,陳正熙,江武昌、李國俊、杜思慧、汪俊彥、紀慧玲、黎家齊
104,1,常態,文化資產,調查與研究,温毓禎,原住民文化與當代信仰之共生共存—以台東地區布農族群改宗一貫道為例,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,張二文,追憶的容顏─高雄地區祖宗畫像與畫師的調查研究,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,社團法人台灣歷史資源經理學會,日本時代臺灣地方文史研究─以日人土木營造會社「高石組」為中心,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,陳淑華,台灣閩客料理詞彙採集與比較,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,吳瑞真,蛻變的金門─內在文化的醞釀發展與外在文化的導入轉化,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,出版,陳信慶,製作紀錄片：美麗稻穗_普悠瑪陸森寶,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,郭吉清,隱藏的符碼─高雄地區平埔族信仰遺跡田調計畫,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,研習進修,財團法人吳三連台灣史料基金會,夏季學校第18回研習營：文化行動力、改變台灣ING,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,林秀昭,兩溪流域之北客人口結構分析研究~~以日治時期為例,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,財團法人古都保存再生文教基金會,臺南市舊城區常民生活米糧相關文化資產調查計劃第一期(共兩期),,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,出版,南方家園文化事業有限公司,《帶著小提琴去革命──簡吉和他的青春台灣》圖片故事典藏集,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,研討會,紙文物維護學會,名方再世-文物維護實務研討會,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,文化資產,調查與研究,屏東縣文化資產維護學會,屏東縣內埔鄉第一、二古墓田野調查與研究計畫,,,阮昌銳,許美雲、黃志農、賴澤涵、謝宗榮
104,1,常態,藝文環境與發展,調查與研究,盧貞穎,國家級童書中心的經營規劃─以英國國家童書中心七故事中心為例,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文專業服務平台計畫,台灣種子文化協會,全國眷村文化整合行銷暨網站建置計畫,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文專業服務平台計畫,藝畝田藝文工作室,2015高雄藝文產銷平台推廣計畫,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文專業服務平台計畫,絕對空間藝術工作室,絕對空間文化藝術推廣實驗計畫,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,調查與研究,陳怡慈,開啟交流之門：出版上下游產業工作情況紀錄,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文智庫應用計畫,社團法人中華民國視覺藝術協會,台灣當代藝術資料庫建置暨網站改版計畫：裝置、攝影、錄像、新媒體藝術,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文專業服務平台計畫,米家藝文事業有限公司,臺南藝術公社ACT東亞對話網絡服務平台計畫,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文專業服務平台計畫,台灣女性藝術協會,台灣女性藝術協會數位平台資料更新發展與維護,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文智庫應用計畫,財團法人中華民國帝門藝術教育基金會,帝門藝術教育基金會藝術資源平台,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文智庫應用計畫,竹圍工作室,A-I-R智庫應用與推廣計畫,,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,藝文環境與發展,藝文專業服務平台計畫,立霧工作坊,霧燈計畫-當代藝術及藝文教育推廣(與社區人文、歷史結合),,,柯基良,李彥甫、李應平、胡永芬、黃麗宇、簡秀枝
104,1,常態,美術,出版,大雁文化事業股份有限公司,攝影觀點,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,研討會,台灣台北當代藝術中心協會,公／共製造　台北國際研討會,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,楊金池,KillMeorChange殺了我或改變,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,出版,許村旭,《派對上空》紀實攝影三十年影像收錄出版第二期計畫,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,黃可維,空灰PhantomGrey2015創作個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,蘭雅工作室,全球商店計劃之檳榔攤系列／鈴木貴彥個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,汪正翔,MySceneryOnlyforYou,,"相關出版品：
書名：《MySceneryOnlyforYou：那些不美的台灣風景》
作者：汪正翔
出版社：田園城市
出版日期：2015/10/08
ISBN：9789869229401",曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,郭俞平,中山高,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,出版,影言社有限公司,《攝影之聲》攝影藝術獨立雜誌發行計畫,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,吳宣萱,繞行Borderline│吳宣萱影像創作個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,牛俊強,2015牛俊強個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,草埕文化藝術工作室,「城市傳說」─2015年藝術家駐市暨展覽計畫,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,研習進修,財團法人紀慧能藝術文化基金會,第十五屆膠彩畫夏令研習營,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,藝術評論,鄭惠文,TheArtofNotBeingGoverned—孟印藝術社群書寫計畫,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,陶亞倫,幻滅中的幻滅,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,杜偉,未竟之謁,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,徐夢涵,不是步伐而是詩Poeticfootsteps,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,周慶輝,人的莊園,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,李亦凡,蛋蛋的哀傷─李亦凡、楊竣傑雙個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,周世雄工作室,周世雄台北市立美術館新場域個人展覽-WaitUntilItDries,,本計畫呈現隻展覽名稱為：《等我一億年--周世雄個展》,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,張夏翡,那年夏天，我去台北了,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,財團法人邱再興文教基金會,亞洲調查-布魯斯米本(BruceYonemoto)台北個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,蘇子涵,海平面下,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,戴宛蓁,主人與秘密-戴宛蓁個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,齁實驗工作坊,家國之外,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,出版,沈昭良,《台灣綜藝團》攝影集,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,出版,曹良賓,《中途》攝影集出版計劃,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,蔡懷國,我形我素－玩物以明志、乘物以遊心,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,調查與研究,鄭安齊,「相交睬sio-kau-tshap」網站計畫：再探社會脈絡中的藝術(以德國為例),,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,羅智信,"Slide,don'tSlip地板項目─羅智信個展",,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,研習進修,台灣女性藝術協會,「女性凝視-女性藝術家影像創作工作坊」,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,張騰遠,未來圖解,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,絕對空間藝術工作室,《隱退的詩性》張乃文雕塑個展,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,孫以臻,「想像的身體邊界」策展計畫,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,立方計劃空間,《上則星辰，內則德律》,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
104,1,常態,美術,展覽,曾怡馨,親愛的古德曼小姐,,,曲德益,巴東、姚瑞中、王嘉驥、梅丁衍、徐玫瑩、蔣伯欣
